url,cited_in_count,additional_in_count,cited_in_runs,additional_in_runs
"https://voice.ai/hub/tts/text-to-speech-api/",2,1,"P023_r2 | P053_r3","P053_r1"
"https://voice.ai/hub/tts/text-to-speech-chrome-extension/",1,2,"P069_r1","P069_r2 | P069_r3"
"https://voicedash.ai/ai-powered-transcription-software/",1,6,"P079_r2","P004_r3 | P006_r3 | P064_r1 | P064_r2 | P064_r3 | P079_r3"
"https://voicehop.app/",3,1,"P020_r1 | P068_r1 | P068_r2","P068_r3"
"https://voicetype.com/blog/best-ai-transcription-software",2,11,"P064_r1 | P079_r1","P004_r3 | P006_r1 | P006_r3 | P009_r1 | P009_r2 | P009_r3 | P033_r2 | P033_r3 | P064_r2 | P064_r3 | P079_r2"
"https://voicetype.com/blog/best-free-transcription-software",2,10,"P022_r2 | P070_r3","P003_r1 | P003_r3 | P004_r3 | P031_r2 | P039_r1 | P039_r2 | P065_r1 | P065_r2 | P070_r1 | P070_r2"
"https://vomo.ai/audio-to-text",2,1,"P065_r3 | P070_r2","P031_r3"
"https://vomo.ai/tools/persian-to-text",1,1,"P058_r3","P058_r2"
"https://wavel.ai/solutions/ai-video-translator",2,6,"P037_r2 | P076_r2","P001_r1 | P001_r2 | P001_r3 | P037_r1 | P037_r3 | P076_r3"
"https://wayin.ai/tools/video-translator/",7,1,"P001_r1 | P001_r2 | P001_r3 | P021_r1 | P021_r2 | P076_r2 | P076_r3","P021_r3"
"https://whisper-api.com/",1,1,"P029_r1","P029_r2"
"https://whisperbot.ai/blog/best-free-audio-to-text-converter",3,4,"P065_r2 | P070_r1 | P070_r2","P022_r3 | P031_r2 | P070_r3 | P071_r1"
"https://www.agora.io/en/products/real-time-translation/",2,3,"P038_r3 | P051_r1","P007_r1 | P046_r1 | P063_r2"
"https://www.aiphone.ai/blog/best-real-time-translation-apps/",3,23,"P042_r1 | P042_r3 | P068_r1","P019_r1 | P019_r3 | P032_r1 | P032_r2 | P032_r3 | P038_r2 | P040_r1 | P040_r2 | P040_r3 | P042_r2 | P048_r3 | P050_r2 | P050_r3 | P051_r1 | P051_r2 | P051_r3 | P054_r1 | P054_r2 | P060_r1 | P060_r2 | P060_r3 | P063_r1 | P068_r2"
"https://www.aiphone.ai/blog/top-phone-call-translators/",2,4,"P048_r2 | P048_r3","P048_r1 | P050_r1 | P050_r2 | P050_r3"
"https://www.aiphone.ai/blog/top-voice-to-voice-translation-apps/",2,4,"P014_r3 | P040_r2","P014_r1 | P014_r2 | P015_r1 | P040_r1"
"https://www.aiphone.ai/blog/zh/voice-voice-translation-app/",2,1,"P032_r2 | P032_r3","P032_r1"
"https://www.aistudios.com/features/ai-dubbing",1,3,"P012_r2","P012_r1 | P012_r3 | P037_r3"
"https://www.apphitect.ae/blog/best-speech-to-text-apis/",1,1,"P024_r1","P010_r2"
"https://www.assemblyai.com/blog/transcript-summarizers",1,2,"P064_r3","P064_r1 | P064_r2"
"https://www.canva.com/features/ai-dubbing/",1,3,"P012_r1","P012_r3 | P037_r2 | P037_r3"
"https://www.canva.com/features/ai-video-translator/",6,7,"P001_r1 | P001_r2 | P001_r3 | P037_r1 | P076_r2 | P077_r1","P012_r1 | P012_r2 | P037_r2 | P037_r3 | P057_r3 | P075_r3 | P077_r3"
"https://www.canva.com/features/video-translator/",3,3,"P018_r1 | P021_r1 | P021_r2","P018_r2 | P021_r3 | P075_r1"
"https://www.capcut.com/tools/ai-celebrity-voice-generator",2,1,"P053_r1 | P053_r3","P053_r2"
"https://www.capcut.com/tools/ai-video-translator",2,1,"P037_r2 | P037_r3","P037_r1"
"https://www.capterra.com/transcription-software/",1,2,"P055_r3","P003_r1 | P055_r2"
"https://www.d-id.com/blog/best-ai-video-translators/",1,8,"P057_r2","P001_r2 | P001_r3 | P037_r1 | P037_r2 | P037_r3 | P076_r1 | P076_r2 | P076_r3"
"https://www.descript.com/blog/article/best-free-audio-to-text-converters",7,9,"P006_r1 | P006_r2 | P031_r2 | P065_r2 | P070_r3 | P071_r1 | P071_r3","P009_r1 | P022_r3 | P031_r1 | P031_r3 | P065_r1 | P065_r3 | P070_r1 | P070_r2 | P071_r2"
"https://www.descript.com/blog/article/best-transcription-software",1,1,"P055_r2","P003_r2"
"https://www.descript.com/tools/ai-voice-changer",1,1,"P030_r2","P030_r1"
"https://www.digitalocean.com/resources/articles/ai-transcription-tools",3,14,"P009_r1 | P009_r3 | P033_r1","P004_r3 | P006_r1 | P006_r2 | P006_r3 | P009_r2 | P016_r2 | P022_r3 | P024_r1 | P033_r2 | P033_r3 | P064_r1 | P064_r2 | P064_r3 | P079_r1"
"https://www.elegantthemes.com/blog/business/best-ai-transcription-tools",1,4,"P064_r2","P004_r3 | P009_r1 | P009_r3 | P033_r3"
"https://www.elegantthemes.com/blog/business/best-text-to-speech-tools",2,3,"P041_r1 | P052_r1","P023_r3 | P041_r2 | P052_r3"
"https://www.eventcat.com/en/products/onlinemeeting",1,1,"P044_r3","P043_r2"
"https://www.ezvideotranslate.com/",2,1,"P021_r2 | P057_r3","P021_r3"
"https://www.fahimai.com/best-text-to-speech-software",3,3,"P023_r1 | P052_r2 | P052_r3","P041_r1 | P041_r2 | P052_r1"
"https://www.flexclip.com/tools/ai-video-translator/",1,2,"P075_r2","P077_r1 | P077_r3"
"https://www.forasoft.com/blog/article/3-best-software-solutions-for-real-time-meeting-translation",1,4,"P060_r2","P044_r1 | P051_r3 | P054_r2 | P078_r2"
"https://www.forasoft.com/blog/article/multilingual-translation-video-calls",13,27,"P015_r2 | P034_r1 | P034_r2 | P043_r1 | P043_r3 | P044_r1 | P044_r2 | P044_r3 | P046_r3 | P074_r1 | P078_r1 | P078_r2 | P078_r3","P020_r1 | P020_r2 | P020_r3 | P032_r2 | P034_r3 | P038_r2 | P042_r2 | P043_r2 | P046_r1 | P046_r2 | P048_r2 | P048_r3 | P049_r2 | P049_r3 | P050_r1 | P050_r2 | P050_r3 | P051_r1 | P051_r2 | P051_r3 | P054_r1 | P054_r2 | P054_r3 | P060_r2 | P074_r3 | P077_r2 | P077_r3"
"https://www.freeconvert.com/video-converter",1,1,"P028_r3","P028_r1"
"https://www.g2.com/articles/machine-translation-tools",1,2,"P063_r3","P063_r1 | P063_r2"
"https://www.g2.com/products/doctranslate/competitors/alternatives",2,1,"P046_r1 | P046_r2","P046_r3"
"https://www.gartner.com/reviews/market/speech-to-text-solutions",3,2,"P010_r1 | P010_r3 | P024_r1","P010_r2 | P024_r2"
"https://www.geeky-gadgets.com/free-speech-to-text-api/",2,2,"P010_r1 | P029_r2","P024_r2 | P029_r1"
"https://www.happyscribe.com/audio-to-text",10,1,"P009_r1 | P031_r2 | P031_r3 | P033_r2 | P065_r1 | P065_r2 | P065_r3 | P070_r2 | P071_r1 | P071_r2","P031_r1"
"https://www.happyscribe.com/blog/best-free-transcription-software",1,3,"P079_r2","P039_r1 | P039_r2 | P065_r1"
"https://www.happyscribe.com/translate-video",6,6,"P021_r2 | P057_r3 | P073_r3 | P077_r1 | P077_r2 | P077_r3","P021_r1 | P021_r3 | P026_r1 | P026_r3 | P075_r1 | P075_r2"
"https://www.heygen.com/blog/10-best-ai-video-translators-i-tested-in-2025-free-paid-tools-reviewed",1,3,"P027_r1","P001_r2 | P001_r3 | P027_r3"
"https://www.heygen.com/blog/translate-your-audio-content-with-ai",1,1,"P061_r1","P061_r2"
"https://www.hypescribe.com/blog/best-ai-transcription-software",1,1,"P064_r1","P064_r2"
"https://www.hypescribe.com/blog/speech-to-text-programs-free",1,1,"P010_r2","P065_r1"
"https://www.hypescribe.com/blog/top-speech-to-text-software",3,2,"P079_r1 | P079_r2 | P079_r3","P010_r1 | P010_r3"
"https://www.igeeksblog.com/best-language-translator-devices/",1,2,"P015_r1","P015_r2 | P054_r2"
"https://www.interprefy.com/pricing",1,2,"P035_r2","P035_r1 | P035_r3"
"https://www.interprefy.com/resources/blog/live-translation-options-for-ms-teams-2025-interpretation-and-ai-captions",1,4,"P078_r3","P043_r1 | P044_r1 | P044_r2 | P044_r3"
"https://www.interpreters.com/pricing/interpretation/per-hour/",1,2,"P035_r2","P035_r1 | P035_r3"
"https://www.jamy.ai/blog/ai-translation-in-meetings-integration-with-zoom-and-teams/",1,3,"P078_r2","P044_r2 | P044_r3 | P078_r3"
"https://www.jotme.io/blog/audio-translation",1,11,"P042_r3","P014_r1 | P014_r2 | P014_r3 | P015_r1 | P015_r2 | P015_r3 | P038_r2 | P040_r1 | P042_r1 | P042_r2 | P061_r1"
"https://www.jotme.io/blog/best-live-translation",21,24,"P032_r1 | P032_r2 | P034_r2 | P038_r2 | P044_r1 | P044_r2 | P046_r1 | P046_r2 | P046_r3 | P051_r1 | P051_r2 | P051_r3 | P054_r2 | P060_r1 | P060_r2 | P060_r3 | P063_r1 | P063_r2 | P063_r3 | P078_r1 | P078_r2","P019_r1 | P019_r2 | P019_r3 | P020_r1 | P032_r3 | P034_r1 | P034_r3 | P038_r3 | P040_r2 | P042_r2 | P043_r2 | P043_r3 | P044_r3 | P049_r3 | P050_r1 | P050_r2 | P050_r3 | P054_r1 | P054_r3 | P068_r1 | P068_r2 | P068_r3 | P074_r1 | P078_r3"
"https://www.jotme.io/blog/best-live-translation-for-teams",1,2,"P044_r1","P034_r2 | P078_r2"
"https://www.kapwing.com/tools/translate",3,1,"P037_r1 | P073_r1 | P073_r3","P021_r2"
"https://www.kukarella.com/resources/text-to-speech/the-8-best-free-text-to-speech-and-ai-voice-generators-in-2025-tested-and-compared",1,4,"P030_r1","P025_r1 | P025_r2 | P052_r1 | P053_r3"
"https://www.larksuite.com/en_us/tools/translate-video",2,6,"P057_r3 | P075_r3","P026_r1 | P057_r1 | P075_r1 | P077_r1 | P077_r2 | P077_r3"
"https://www.larksuite.com/en_us/tools/translate-video/spanish-to-english",1,1,"P026_r2","P026_r3"
"https://www.lemonfox.ai/blog/free-transcription-audio-to-text",1,4,"P029_r2","P029_r1 | P031_r1 | P031_r2 | P031_r3"
"https://www.lemonfox.ai/blog/open-source-text-to-speech",3,1,"P023_r1 | P041_r3 | P053_r2","P053_r3"
"https://www.lindy.ai/blog/best-speech-to-text-software",1,3,"P010_r2","P006_r1 | P010_r3 | P079_r1"
"https://www.macrumors.com/how-to/ios-26-translate-phone-calls-real-time/",2,1,"P048_r1 | P048_r3","P048_r2"
"https://www.meetjamie.ai/blog/10-best-speech-to-text-software",3,5,"P010_r2 | P010_r3 | P024_r2","P009_r2 | P010_r1 | P033_r3 | P079_r1 | P079_r3"
"https://www.meetjamie.ai/blog/free-transcription-software",1,6,"P039_r1","P022_r2 | P031_r2 | P039_r2 | P039_r3 | P065_r1 | P070_r3"
"https://www.microsoft.com/en-us/edge/features/real-time-video-translation",8,6,"P020_r1 | P020_r2 | P020_r3 | P057_r1 | P074_r2 | P074_r3 | P077_r2 | P077_r3","P049_r2 | P049_r3 | P072_r1 | P074_r1 | P077_r1 | P078_r1"
"https://www.mobileappdaily.com/products/best-ai-real-time-speech-translators",1,4,"P038_r2","P015_r3 | P042_r2 | P042_r3 | P068_r2"
"https://www.naargmedia.com/real-time-translation-tools/",1,7,"P051_r3","P019_r1 | P051_r1 | P051_r2 | P060_r1 | P060_r2 | P060_r3 | P063_r3"
"https://www.naturalreaders.com/online/",4,6,"P025_r1 | P025_r2 | P025_r3 | P052_r2","P011_r1 | P011_r2 | P052_r1 | P069_r1 | P069_r2 | P069_r3"
"https://www.naturalttslabs.com/",2,2,"P025_r2 | P052_r2","P025_r1 | P025_r3"
"https://www.naturalvoice.io/en",2,2,"P025_r1 | P025_r3","P025_r2 | P069_r1"
"https://www.notta.ai/blog/real-time-voice-translation-apps-recommendations",1,1,"P048_r2","P048_r1"
"https://www.notta.ai/en/blog/best-live-caption-app",1,1,"P016_r3","P043_r3"
"https://www.notta.ai/en/blog/best-video-translator-apps",1,16,"P057_r2","P001_r2 | P001_r3 | P012_r2 | P020_r1 | P026_r2 | P027_r3 | P037_r1 | P057_r1 | P057_r3 | P074_r1 | P074_r2 | P074_r3 | P075_r3 | P077_r1 | P077_r2 | P077_r3"
"https://www.notta.ai/en/blog/voice-translator-app",3,6,"P014_r1 | P042_r1 | P042_r2","P014_r3 | P015_r1 | P015_r2 | P015_r3 | P038_r2 | P068_r2"
"https://www.notta.ai/en/transcribe-persian",1,2,"P058_r1","P058_r2 | P058_r3"
"https://www.notta.ai/fa/audio-to-text",1,1,"P058_r3","P058_r2"
"https://www.notta.ai/fa/tools/persian-speech-to-text",1,1,"P058_r2","P058_r1"
"https://www.openai-fm.com/",1,1,"P053_r3","P053_r1"
"https://www.opus.pro/tools/translate-spanish-video-to-english",3,3,"P026_r2 | P026_r3 | P075_r3","P026_r1 | P075_r1 | P075_r2"
"https://www.peerspot.com/categories/speech-to-text-services",1,2,"P024_r1","P010_r2 | P010_r3"
"https://www.respeecher.com/blog/best-ai-text-to-speech-tools",1,2,"P017_r1","P005_r1 | P030_r1"
"https://www.sally.io/de/blog/die-7-besten-transkriptions-tools-2026",1,2,"P055_r2","P055_r1 | P055_r3"
"https://www.sally.io/de/blog/software-zum-transkribieren-die-7-besten-loesugen",1,2,"P055_r2","P055_r1 | P055_r3"
"https://www.smartcat.com/audio-translator/",1,1,"P061_r2","P061_r3"
"https://www.smartcat.com/live-video-translation/",3,8,"P027_r2 | P027_r3 | P057_r1","P020_r1 | P020_r2 | P020_r3 | P049_r2 | P074_r3 | P077_r1 | P077_r2 | P077_r3"
"https://www.softlist.io/best-text-to-speech-free-software-to-try/",1,1,"P023_r3","P023_r2"
"https://www.softwaretestinghelp.com/best-free-video-converter-software/",1,1,"P028_r1","P028_r3"
"https://www.softwaretestinghelp.com/best-transcription-software/",3,14,"P003_r1 | P033_r1 | P079_r2","P003_r2 | P003_r3 | P006_r2 | P016_r1 | P055_r1 | P065_r2 | P066_r2 | P070_r1 | P070_r2 | P070_r3 | P071_r1 | P071_r3 | P079_r1 | P079_r3"
"https://www.softwaretestinghelp.com/text-to-speech-software/",8,1,"P023_r1 | P023_r2 | P023_r3 | P041_r1 | P041_r2 | P041_r3 | P052_r2 | P052_r3","P052_r1"
"https://www.softwareworld.co/text-to-speech-software/",1,7,"P023_r3","P023_r1 | P023_r2 | P041_r1 | P041_r3 | P052_r1 | P052_r2 | P052_r3"
"https://www.softwareworld.co/transcription-software/comparison/",1,7,"P055_r1","P003_r1 | P003_r3 | P055_r2 | P055_r3 | P079_r1 | P079_r2 | P079_r3"
"https://www.speechmatics.com/company/articles-and-news/best-tts-apis-in-2025-top-12-text-to-speech-services-for-developers",2,2,"P017_r2 | P023_r2","P053_r2 | P053_r3"
"https://www.stenomatic.ai/post/best-simultaneous-translation-app",1,7,"P060_r2","P054_r1 | P054_r2 | P054_r3 | P074_r1 | P078_r1 | P078_r2 | P078_r3"
"https://www.stenomatic.ai/post/best-voice-translator-apps",1,16,"P046_r3","P014_r1 | P014_r2 | P014_r3 | P015_r1 | P015_r2 | P015_r3 | P038_r1 | P038_r2 | P040_r1 | P040_r3 | P042_r1 | P042_r2 | P042_r3 | P068_r1 | P068_r2 | P068_r3"
"https://www.strikingly.com/blog/posts/top-7-real-time-translation-tools-you-need-in-2025",2,5,"P051_r3 | P060_r3","P032_r2 | P051_r1 | P051_r2 | P060_r1 | P063_r1"
"https://www.swifdoo.com/blog/text-to-speech-chrome-extension",1,1,"P069_r3","P069_r1"
"https://www.swiftask.ai/blog/audio-transcription-api",1,1,"P029_r2","P029_r1"
"https://www.sybill.ai/blogs/speech-to-text-software",2,1,"P010_r2 | P010_r3","P024_r2"
"https://www.syncwords.com/",1,3,"P016_r2","P016_r3 | P043_r1 | P043_r3"
"https://www.tavus.io/post/best-text-to-speech-ai-apis",1,1,"P023_r2","P053_r2"
"https://www.techradar.com/best/best-text-to-speech-software",9,1,"P023_r1 | P023_r2 | P023_r3 | P041_r1 | P041_r2 | P041_r3 | P052_r1 | P052_r2 | P052_r3","P030_r1"
"https://www.techradar.com/news/best-speech-to-text-app",4,2,"P010_r2 | P010_r3 | P033_r3 | P079_r1","P009_r2 | P079_r2"
"https://www.techradar.com/news/the-best-free-text-to-speech-software",5,6,"P023_r1 | P023_r2 | P041_r2 | P052_r1 | P052_r3","P025_r1 | P025_r2 | P025_r3 | P041_r3 | P052_r2 | P069_r1"
"https://www.textavoice.com/",1,1,"P011_r2","P011_r1"
"https://www.timekettle.co/blogs/tips-and-tricks/best-ai-voice-translator-apps",4,4,"P014_r1 | P014_r2 | P015_r3 | P042_r1","P014_r3 | P015_r1 | P015_r2 | P042_r3"
"https://www.timekettle.co/en-ca/blogs/tips-and-tricks/best-ai-voice-translator-apps",1,2,"P014_r3","P038_r2 | P042_r2"
"https://www.translationstation.com/",1,1,"P046_r3","P035_r2"
"https://www.transmonkey.ai/video-dubbing",1,2,"P027_r2","P012_r1 | P020_r3"
"https://www.transmonkey.ai/youtube-video-translator",1,3,"P073_r1","P072_r2 | P073_r2 | P073_r3"
"https://www.transyncai.com/blog/windows-live-translator/",1,1,"P034_r3","P034_r2"
"https://www.transyncai.com/tools/live-meeting-translation/",6,1,"P034_r1 | P034_r2 | P043_r2 | P044_r2 | P044_r3 | P078_r1","P044_r1"
"https://www.transyncai.com/tools/real-time-translation/",1,2,"P061_r3","P050_r2 | P060_r3"
"https://www.transyncai.com/tr/blog-real-time-translation-app/",1,1,"P060_r1","P060_r2"
"https://www.ultraupdates.com/2025/05/best-audio-translation-apps/",1,1,"P042_r1","P014_r1"
"https://www.unite.ai/best-ai-video-translation-tools/",5,11,"P027_r1 | P027_r3 | P057_r2 | P073_r1 | P073_r2","P001_r2 | P001_r3 | P012_r1 | P027_r2 | P046_r1 | P057_r1 | P073_r3 | P076_r1 | P076_r2 | P076_r3 | P077_r2"
"https://www.unite.ai/voice-changer-tools/",2,3,"P008_r3 | P030_r2","P008_r1 | P008_r2 | P030_r1"
"https://www.upuply.com/blog/best-speech-to-text-api",1,2,"P010_r1","P010_r2 | P029_r2"
"https://www.veed.io/tools/audio-to-text/persian-speech-to-text",1,1,"P058_r2","P058_r1"
"https://www.veed.io/tools/audio-translator/listen-and-translate",4,2,"P020_r2 | P020_r3 | P061_r1 | P061_r3","P020_r1 | P061_r2"
"https://www.veed.io/tools/video-translator",16,2,"P012_r1 | P012_r2 | P018_r1 | P021_r2 | P021_r3 | P027_r2 | P027_r3 | P037_r1 | P057_r1 | P057_r3 | P073_r1 | P073_r2 | P073_r3 | P075_r1 | P077_r1 | P077_r2","P018_r3 | P021_r1"
"https://www.veed.io/tools/video-translator/spanish-to-english-video",5,1,"P026_r1 | P026_r2 | P026_r3 | P075_r2 | P075_r3","P075_r1"
"https://www.vidnoz.com/video-translate.html",3,4,"P076_r1 | P076_r2 | P076_r3","P026_r1 | P026_r3 | P075_r2 | P075_r3"
"https://www.vmeg.ai/blog/best-translation-apps/",1,2,"P046_r3","P014_r2 | P032_r2"
"https://www.vmeg.ai/tools/audio-to-text/persian-transcription/",2,1,"P058_r2 | P058_r3","P058_r1"
"https://www.vmeg.ai/tools/audio-translator/",1,2,"P061_r1","P061_r2 | P061_r3"
"https://www.vmeg.ai/tools/video-translator/",2,1,"P012_r2 | P057_r3","P077_r3"
"https://www.vmeg.ai/tools/youtube-video-translator/",1,5,"P073_r2","P072_r1 | P072_r2 | P072_r3 | P073_r1 | P073_r3"
"https://www.voixon.com/",7,1,"P002_r1 | P005_r1 | P005_r2 | P005_r3 | P017_r1 | P017_r2 | P017_r3","P002_r2"
"https://www.vozo.ai/blogs/chrome-video-translator",1,2,"P072_r1","P072_r2 | P072_r3"
"https://www.vozo.ai/translate-spanish-video-to-english",1,5,"P026_r1","P026_r2 | P026_r3 | P075_r1 | P075_r2 | P075_r3"
"https://www.vozo.ai/translate-youtube-video-to-english",1,1,"P073_r2","P073_r3"
"https://www.vozo.ai/video-translate",7,1,"P012_r1 | P012_r2 | P012_r3 | P020_r3 | P027_r2 | P037_r2 | P037_r3","P037_r1"
"https://www.wordly.ai/",7,2,"P043_r1 | P043_r2 | P043_r3 | P044_r1 | P044_r3 | P046_r3 | P051_r1","P034_r3 | P044_r2"
"https://www.wordly.ai/audio-translation",3,4,"P046_r2 | P061_r1 | P061_r2","P020_r1 | P046_r1 | P061_r3 | P068_r3"
"https://www.wpbeginner.com/showcase/best-transcription-services/",1,3,"P066_r1","P066_r2 | P071_r1 | P071_r2"
"https://x-doc.ai/articles/tr/the-most-accurate-real-time-translators",1,1,"P060_r3","P060_r1"
"https://zapier.com/blog/best-text-dictation-software/",3,2,"P010_r1 | P024_r1 | P024_r2","P079_r1 | P079_r2"
"https://zeemo.ai/tools/video-translator",15,10,"P001_r1 | P021_r3 | P026_r2 | P026_r3 | P037_r1 | P057_r1 | P057_r3 | P073_r1 | P075_r1 | P075_r2 | P075_r3 | P076_r2 | P077_r1 | P077_r2 | P077_r3","P001_r2 | P001_r3 | P018_r1 | P018_r2 | P018_r3 | P021_r1 | P021_r2 | P026_r1 | P073_r2 | P076_r3"
"https://zhuanlan.zhihu.com/p/692820631",2,1,"P032_r1 | P032_r3","P032_r2"
